position_start_x,position_start_y,position_end_x,position_end_y,type
3.1843994,36.7159475,3.1843493,36.7160064
attitude,pitch,yaw,roll,lon,lat
9.59,0.008364652283489704,0.23085591197013855,0.0030046759638935328,3.1843994,36.7159475
9.73,-0.062315650284290314,0.4753985106945038,0.004291168879717588,3.1843996,36.7159474
9.81,-0.11865190416574478,0.540929913520813,-0.0056786020286381245,3.1844001,36.7159479
9.88,-0.13432754576206207,0.4708360433578491,0.005433698184788227,3.1844017,36.71595
10.01,-0.1441507190465927,0.47830432653427124,0.006721813231706619,3.184408,36.7159588
10.07,-0.21666789054870605,0.4876745939254761,-0.0023691465612500906,3.1844124,36.715965
10.21,-0.23824992775917053,0.4896005094051361,-0.0009080715826712549,3.1844243,36.7159823
10.47,-0.2565385401248932,0.48431068658828735,0.0010228707687929273,3.1844483,36.7160181
10.65,-0.2846950590610504,0.48764568567276,-0.0005546011379919946,3.184467,36.7160462
10.92,-0.2951868176460266,0.4830138683319092,0.0041120327077806,3.1844992,36.7160946
11.1,-0.29598888754844666,0.49150919914245605,-0.001883260440081358,3.1845224,36.7161295
11.36,-0.30388709902763367,0.49075600504875183,-0.0038667849730700254,3.1845584,36.7161842
11.53,-0.3078978657722473,0.48552000522613525,0.002055724849924445,3.1845829,36.7162216
11.71,-0.3054226338863373,0.485673189163208,-0.0021872096695005894,3.1846079,36.7162596
11.98,-0.3118405342102051,0.49008429050445557,-0.0024213127326220274,3.1846454,36.7163171
12.15,-0.31015512347221375,0.4872346818447113,0.001113683683797717,3.1846705,36.716356
12.43,-0.31203556060791016,0.4885905981063843,-0.0009345494327135384,3.1847086,36.7164146
12.6,-0.31399062275886536,0.48368799686431885,0.0017081040423363447,3.1847342,36.7164537
12.79,-0.24969664216041565,0.38612034916877747,-0.016338316723704338,3.1847598,36.7164932
12.93,-0.11137061566114426,-0.39038434624671936,0.09038063883781433,3.1847817,36.7165301
12.97,-0.0782545804977417,-1.0679417848587036,0.05363905429840088,3.1848011,36.7165713
12.98,-0.12152910232543945,-1.2315772771835327,-0.04910479485988617,3.1848017,36.7165889
12.99,-0.17376123368740082,-1.2397847175598145,0.0150793781504035,3.1847917,36.716599
13.01,-0.24504609405994415,-1.2361516952514648,-0.011793377809226513,3.184773,36.7166088
13.05,-0.2481500208377838,-1.234022855758667,-0.02611696533858776,3.1847444,36.7166188
13.09,-0.27861273288726807,-1.2375322580337524,-0.019233597442507744,3.1847093,36.716628
13.12,-0.2939995229244232,-1.23236083984375,-0.019252125173807144,3.1846691,36.7166373
13.18,-0.29671597480773926,-1.2319722175598145,-0.012590691447257996,3.1846013,36.7166523
13.22,-0.309113085269928,-1.2376208305358887,-0.00576836708933115,3.1845532,36.7166633
13.25,-0.31266510486602783,-1.232248067855835,-0.009148805402219296,3.1845033,36.7166754
13.29,-0.31595882773399353,-1.2368524074554443,0.0014393242308869958,3.1844521,36.7166879
13.33,-0.3187772333621979,-1.2386672496795654,0.0035011281725019217,3.1843999,36.7167011
13.37,-0.3173675239086151,-1.2389349937438965,0.005991773679852486,3.1843473,36.716715
13.4,-0.3168669044971466,-1.2338203191757202,0.003929728176444769,3.1842947,36.7167293
13.44,-0.3222058415412903,-1.23587965965271,0.003466987516731024,3.184242,36.7167438
13.46,-0.3180738389492035,-1.2366859912872314,0.008425227366387844,3.1842155,36.7167511
13.5,-0.3203420341014862,-1.2327005863189697,0.004763100761920214,3.1841626,36.7167659
13.53,-0.32269659638404846,-1.2364028692245483,0.007080950308591127,3.1841095,36.7167809
13.57,-0.31904563307762146,-1.2299301624298096,0.003669748082756996,3.1840564,36.7167959
13.61,-0.3194681406021118,-1.238590121269226,0.011518471874296665,3.1840031,36.7168109
13.65,-0.31841549277305603,-1.2353088855743408,0.007689513731747866,3.1839501,36.7168261
13.69,-0.3197174370288849,-1.2309073209762573,0.002940275240689516,3.1838971,36.7168414
13.73,-0.31613656878471375,-1.2319141626358032,0.002187866484746337,3.183844,36.7168565
13.75,-0.31729215383529663,-1.2369593381881714,0.00775245251134038,3.1838176,36.7168639
13.78,-0.31948480010032654,-1.2398242950439453,0.01074545830488205,3.1837649,36.7168786
13.82,-0.32006320357322693,-1.2375469207763672,0.004121923819184303,3.1837123,36.7168935
13.86,-0.3212970793247223,-1.2351828813552856,0.00790022499859333,3.1836597,36.7169083
13.89,-0.31779536604881287,-1.234566330909729,0.004735235124826431,3.1836068,36.7169231
13.93,-0.3215184509754181,-1.232832431793213,0.006116075441241264,3.183554,36.7169379
13.96,-0.3215670883655548,-1.235607624053955,0.0050162337720394135,3.1835013,36.7169528
14.0,-0.3184216320514679,-1.2348731756210327,0.009381838142871857,3.1834483,36.7169676
14.03,-0.31916239857673645,-1.238492727279663,0.005337426904588938,3.1833955,36.7169825
14.07,-0.31954726576805115,-1.2356303930282593,0.0055694798938930035,3.1833426,36.7169975
14.1,-0.31865397095680237,-1.2302417755126953,0.005806203931570053,3.1832899,36.7170123
14.14,-0.3209170997142792,-1.2364685535430908,0.007048311643302441,3.1832372,36.7170271
14.19,-0.3186802864074707,-1.2376445531845093,0.009008858352899551,3.183158,36.7170494
14.23,-0.3216927945613861,-1.2276086807250977,0.004365149885416031,3.1831052,36.7170643
14.27,-0.31888994574546814,-1.2397642135620117,0.012264863587915897,3.1830522,36.7170793
14.31,-0.3187696039676666,-1.2356595993041992,0.004377176985144615,3.1829993,36.7170944
14.35,-0.31520920991897583,-1.2381093502044678,0.005821480881422758,3.1829464,36.7171095
14.39,-0.32121148705482483,-1.23018217086792,0.0022000132594257593,3.1828938,36.7171245
14.43,-0.3188355565071106,-1.2335256338119507,0.005224808119237423,3.1828409,36.7171393
14.47,-0.31652700901031494,-1.2361335754394531,0.004269269295036793,3.1827882,36.7171541
14.51,-0.31953132152557373,-1.2346280813217163,0.00016623243573121727,3.1827355,36.7171689
14.55,-0.31923040747642517,-1.2324447631835938,0.000570275413338095,3.1826826,36.7171833
14.57,-0.31900185346603394,-1.2361745834350586,0.0056546470150351524,3.1826562,36.7171905
14.61,-0.31883570551872253,-1.2316811084747314,0.0034068389795720577,3.1826033,36.7172048
14.65,-0.31940603256225586,-1.238215684890747,0.008659814484417439,3.1825506,36.7172194
14.68,-0.3174741268157959,-1.233038306236267,0.009096791036427021,3.1824977,36.717234
14.72,-0.31988978385925293,-1.2289612293243408,0.0030281611252576113,3.182445,36.7172489
14.76,-0.3172096610069275,-1.2313008308410645,0.0060219839215278625,3.1823924,36.7172637
14.81,-0.32138878107070923,-1.2316349744796753,0.008099867030978203,3.1823137,36.7172861
14.85,-0.3211319148540497,-1.2380681037902832,0.0060392641462385654,3.1822611,36.7173012
14.89,-0.3203120529651642,-1.2302463054656982,0.004119830206036568,3.1822084,36.7173162
14.92,-0.32104963064193726,-1.2315998077392578,0.003112917533144355,3.1821555,36.717331
14.95,-0.31948643922805786,-1.2359651327133179,0.008519565686583519,3.1821027,36.7173459
14.97,-0.20797483623027802,-1.4779058694839478,0.015555042773485184,3.1820763,36.7173533
15.0,-0.08292029052972794,-2.115384101867676,0.13468383252620697,3.1820285,36.7173652
15.0,0.024565886706113815,-2.949932813644409,0.05443447828292847,3.1819913,36.7173752
14.99,-0.04477887228131294,2.8626739978790283,-0.064843088388443,3.1819576,36.7173862
14.99,-0.09361839294433594,2.9578588008880615,-0.00470522977411747,3.1819521,36.7173871
15.0,-0.10613226145505905,2.927600860595703,0.0013018096797168255,3.181951,36.7173817
14.99,-0.18357343971729279,2.9396731853485107,-0.014780160039663315,3.1819529,36.7173716
14.99,-0.250008225440979,2.9352331161499023,-0.004821547772735357,3.1819581,36.7173547
14.99,-0.25494223833084106,2.9399361610412598,-0.012600352056324482,3.1819656,36.7173303
14.99,-0.27325013279914856,2.942915678024292,-0.006637694779783487,3.1819702,36.7173161
14.99,-0.2934538722038269,2.9357879161834717,-0.002797118155285716,3.1819853,36.7172678
14.98,-0.30333882570266724,2.9361250400543213,-0.0013854545541107655,3.1819962,36.7172312
14.98,-0.31514281034469604,2.943608045578003,0.0007467511459253728,3.1820076,36.717192
14.98,-0.3109540045261383,2.942927360534668,0.002714232774451375,3.1820189,36.7171511
14.98,-0.3172238767147064,2.940354824066162,0.006783390883356333,3.1820301,36.7171092
14.98,-0.31953006982803345,2.9366018772125244,0.006685734260827303,3.182041,36.7170664
14.98,-0.31902992725372314,2.937054395675659,0.0040892912074923515,3.182052,36.7170229
14.98,-0.31789302825927734,2.9372847080230713,0.003761761821806431,3.1820632,36.7169791
14.98,-0.32087716460227966,2.9370222091674805,0.004914733115583658,3.1820744,36.7169351
14.98,-0.3203650116920471,2.9411749839782715,0.003704727627336979,3.1820856,36.7168912
14.98,-0.3215775191783905,2.9424080848693848,0.001010796637274325,3.1820969,36.7168471
14.99,-0.3192639946937561,2.9399008750915527,0.00459607969969511,3.1821083,36.7168031
14.99,-0.3199780583381653,2.9347476959228516,0.005303654354065657,3.1821196,36.716759
14.99,-0.32074880599975586,2.943328857421875,-0.002025580732151866,3.1821309,36.7167149
15.0,-0.3180904984474182,2.9349000453948975,0.0065335724502801895,3.1821426,36.7166709
15.0,-0.3206678330898285,2.943854331970215,0.004977697040885687,3.1821541,36.716627
15.01,-0.31820398569107056,2.9339969158172607,0.00599848385900259,3.1821655,36.716583
15.01,-0.3202860355377197,2.9422924518585205,0.0019145600963383913,3.1821768,36.7165391
15.01,-0.31940433382987976,2.9378750324249268,0.005602936260402203,3.1821882,36.7164951
15.01,-0.32142016291618347,2.9453463554382324,0.003246600041165948,3.1821995,36.7164512
15.02,-0.31720757484436035,2.9328830242156982,0.007293341215699911,3.1822108,36.7164072
15.02,-0.3201759159564972,2.941596508026123,0.004257608205080032,3.1822219,36.7163633
15.02,-0.3207445740699768,2.946017265319824,-0.001748809008859098,3.1822329,36.7163194
15.02,-0.3201405704021454,2.943211555480957,0.002929162699729204,3.1822442,36.7162755
15.02,-0.32017114758491516,2.9359755516052246,0.005458117462694645,3.1822499,36.7162535
15.02,-0.31760138273239136,2.9421138763427734,7.348331564571708e-05,3.1822667,36.7161874
15.03,-0.3206568956375122,2.9336798191070557,0.004744515288621187,3.1822781,36.7161436
15.02,-0.3191393315792084,2.9412996768951416,0.004755330737680197,3.1822894,36.7160997
15.02,-0.3202347159385681,2.945582389831543,-0.003290500259026885,3.1823005,36.716056
15.02,-0.32361501455307007,2.931971311569214,0.01162626314908266,3.1823119,36.7160124
15.02,-0.3226200342178345,2.9410107135772705,0.00181221729144454,3.1823229,36.7159686
15.02,-0.32461118698120117,2.940631628036499,0.002833066275343299,3.182334,36.7159246
15.01,-0.32085028290748596,2.9399449825286865,0.00237327185459435,3.1823453,36.7158806
15.01,-0.32235342264175415,2.932636260986328,0.006693218369036913,3.1823566,36.7158366
15.0,-0.320497065782547,2.9375858306884766,0.004873064812272787,3.1823677,36.7157925
15.0,-0.3193836808204651,2.94281005859375,-0.0003137678431812674,3.182379,36.7157484
15.0,-0.3199443519115448,2.936722993850708,0.007444543763995171,3.1823903,36.7157046
15.0,-0.3207738399505615,2.9432404041290283,0.003712693229317665,3.1824013,36.7156607
14.99,-0.32201266288757324,2.940962314605713,-0.002261675428599119,3.1824121,36.7156168
14.99,-0.32163006067276,2.9325649738311768,0.007088894955813885,3.1824235,36.7155729
14.99,-0.3209039270877838,2.9375100135803223,0.003928835503757,3.1824347,36.7155288
14.99,-0.3207322955131531,2.9370126724243164,-0.0008113987860269845,3.1824459,36.7154848
14.98,-0.319237619638443,2.938718318939209,0.004367181099951267,3.1824573,36.7154409
14.98,-0.31977465748786926,2.940519094467163,0.00316052814014256,3.1824686,36.7153972
14.98,-0.3198705315589905,2.9370272159576416,0.00482135359197855,3.1824798,36.7153534
14.98,-0.3208411633968353,2.9377996921539307,0.0031854063272476196,3.1824909,36.7153097
14.98,-0.20349813997745514,2.6906070709228516,0.015618974342942238,3.1825024,36.7152667
14.98,-0.08935621380805969,2.0500166416168213,0.12954331934452057,3.1825135,36.7152313
14.97,-0.0017475122585892677,1.3817070722579956,0.08587377518415451,3.1825213,36.7152036
14.96,-0.06083570793271065,1.0905216932296753,-0.06464140862226486,3.1825268,36.7151861
14.95,-0.10803066939115524,1.1416817903518677,-3.2086714782053605e-05,3.1825334,36.7151815
14.92,-0.120941661298275,1.1388188600540161,-0.009956706315279007,3.1825446,36.7151824
14.88,-0.21056774258613586,1.1335216760635376,-0.01163826696574688,3.1825603,36.7151871
14.83,-0.24852803349494934,1.1360894441604614,-0.011858138255774975,3.1825841,36.7151963
14.75,-0.25302135944366455,1.1325690746307373,-0.017582330852746964,3.1826145,36.7152088
14.67,-0.2740343511104584,1.1369447708129883,-0.011398945935070515,3.1826492,36.7152237
14.58,-0.29463890194892883,1.1411429643630981,-0.012021641246974468,3.1826879,36.71524
14.5,-0.2932482361793518,1.131866455078125,-0.005704596173018217,3.1827299,36.7152573
14.42,-0.2933703064918518,1.1422454118728638,-0.009126577526330948,3.1827737,36.7152751
14.34,-0.3027240037918091,1.136601209640503,-0.0015054186806082726,3.1828184,36.7152931
14.26,-0.30543050169944763,1.1375948190689087,-0.004191556014120579,3.1828644,36.7153112
14.18,-0.3100471496582031,1.1396150588989258,-0.0004528153222054243,3.1829114,36.7153294
14.1,-0.3074352741241455,1.1339120864868164,0.00029153103241696954,3.1829592,36.7153477
14.02,-0.31068161129951477,1.1431187391281128,0.0010875321459025145,3.1830074,36.7153661
13.94,-0.31077346205711365,1.1417253017425537,0.0010661068372428417,3.1830559,36.7153844
13.86,-0.31305843591690063,1.143466830253601,0.003559698583558202,3.1831046,36.7154026
13.78,-0.3122788667678833,1.139763593673706,0.005511385854333639,3.1831535,36.7154208
13.69,-0.31340551376342773,1.1403305530548096,0.007389642298221588,3.1832028,36.7154389
13.61,-0.31371694803237915,1.1405110359191895,0.0035675079561769962,3.1832525,36.715457
13.52,-0.31518468260765076,1.132230281829834,0.00885982159525156,3.1833023,36.7154752
13.44,-0.3149655759334564,1.1349961757659912,0.0075670103542506695,3.1833521,36.7154934
13.35,-0.3145637512207031,1.1357709169387817,0.004640879575163126,3.1834021,36.7155116
13.27,-0.3115462362766266,1.1432578563690186,0.0022709767799824476,3.183452,36.7155299
13.18,-0.3116031289100647,1.1347248554229736,0.007054994814097881,3.1835017,36.7155483
13.1,-0.3154008090496063,1.1356197595596313,-0.0032540778629481792,3.1835514,36.7155665
13.05,-0.21856506168842316,0.6255139708518982,0.01034833025187254,3.1835979,36.7155849
13.02,-0.2677813172340393,0.16712501645088196,0.10600538551807404,3.1836335,36.7156071
13.02,-0.2668701708316803,0.26139214634895325,0.03487314656376839,3.1836634,36.7156351
13.01,-0.27468106150627136,0.23552517592906952,0.027499491348862648,3.1836875,36.7156666
13.01,-0.28731727600097656,0.24616293609142303,0.004624681081622839,3.183707,36.7157009
13.01,-0.2996492385864258,0.23649488389492035,0.0008954866207204759,3.1837231,36.7157377
13.01,-0.3076741695404053,0.23912093043327332,-0.006926816888153553,3.1837369,36.7157765
13.01,-0.3030295670032501,0.2406052201986313,-0.012665941379964352,3.1837492,36.715817
13.01,-0.30898556113243103,0.25210076570510864,-0.014441357925534248,3.1837605,36.7158583
13.01,-0.31418830156326294,0.2386217564344406,-0.0054923174902796745,3.1837712,36.7159004
13.01,-0.3179530203342438,0.24152979254722595,-0.0015893285162746906,3.183782,36.715943
13.01,-0.31814828515052795,0.2489221841096878,-0.0028230806346982718,3.1837933,36.7159861
13.01,-0.32219719886779785,0.24132736027240753,0.0019915590528398752,3.1838049,36.7160294
13.0,-0.3205994665622711,0.24278658628463745,0.007287378888577223,3.1838169,36.716073
13.0,-0.3247663974761963,0.24653178453445435,0.007881051860749722,3.1838295,36.7161169
13.0,-0.3193633556365967,0.24320541322231293,0.009547158144414425,3.1838427,36.716161
13.0,-0.3194214105606079,0.24117156863212585,0.00962982140481472,3.1838562,36.716205
13.0,-0.32084783911705017,0.23988589644432068,0.010739968158304691,3.1838697,36.7162489
13.0,-0.31790104508399963,0.25291138887405396,0.0038376685697585344,3.1838833,36.7162927
12.99,-0.3175417184829712,0.24443362653255463,0.00789942592382431,3.1838968,36.7163364
12.99,-0.2779518961906433,0.3140162527561188,0.027109233662486076,3.1839103,36.7163798
13.0,-0.12753556668758392,0.9103882312774658,-0.0923532173037529,3.1839242,36.7164177
12.99,-0.023460393771529198,1.5735821723937988,-0.1143655925989151,3.1839342,36.7164474
12.99,-0.031650424003601074,2.4195332527160645,0.06243635341525078,3.1839402,36.7164684
12.99,-0.08018265664577484,2.545872211456299,0.003049200400710106,3.1839423,36.7164769
13.0,-0.10001925379037857,2.5326619148254395,0.0025679387617856264,3.1839466,36.7164768
13.01,-0.13063959777355194,2.53393292427063,0.01872820220887661,3.1839537,36.7164712
13.03,-0.21289606392383575,2.532702684402466,0.014465902000665665,3.1839636,36.71646
13.08,-0.2531331777572632,2.5339248180389404,0.015054207295179367,3.1839788,36.7164419
13.15,-0.26194527745246887,2.5351390838623047,0.019739072769880295,3.1839982,36.7164183
13.22,-0.2823939323425293,2.5339128971099854,0.018322665244340897,3.1840202,36.7163911
13.29,-0.2979397773742676,2.5348479747772217,0.012100155465304852,3.1840448,36.716361
13.36,-0.3053078055381775,2.532529592514038,0.015855807811021805,3.1840717,36.7163285
13.43,-0.30723464488983154,2.5322232246398926,0.013544628396630287,3.1841,36.7162945
13.5,-0.30958035588264465,2.5290369987487793,0.013601051643490791,3.1841295,36.7162597
13.57,-0.3132207691669464,2.53283429145813,0.010970572009682655,3.1841598,36.7162242
13.64,-0.31656721234321594,2.5337533950805664,0.010332793928682804,3.1841908,36.7161882
13.71,-0.31506475806236267,2.526311159133911,0.012744806706905365,3.1842222,36.7161519
13.77,-0.31782400608062744,2.536515712738037,0.006590437609702349,3.1842539,36.7161153
13.85,-0.3169058561325073,2.532695770263672,0.008785164915025234,3.1842861,36.7160786
13.91,-0.31663745641708374,2.530667781829834,0.01303381472826004,3.1843183,36.7160418
13.98,-0.17444182932376862,2.5281982421875,0.014287199825048447,3.1843493,36.7160064
